step,ppo_actor/update/new_logp/avg,ppo_actor/no_eos_ratios/avg,ppo_actor/update/compute_logp/kl_div_direct/avg,timeperf/train_step,ppo_actor/update/old_logp/avg,ppo_actor/prompt_len/avg,ppo_actor/update/compute_logp/kl_div_dual/avg,ppo_actor/update/compute_logp/kl_div_taylor/avg,ppo_actor/advantages/avg,ppo_actor/seq_len/avg,ppo_actor/task_reward/avg,ppo_actor/update/compute_logp/prox_logp_gt/avg,ppo_actor/correct_seq_len/avg,ppo_actor/update/actor_loss/avg,ppo_actor/update/dual_clip_ratio/avg,ppo_actor/final_reward/avg,ppo_actor/update/approx_kl/avg,ppo_actor/update/entropy/avg,ppo_actor/update/vocab_max_logits/avg,ppo_actor/incorrect_seq_len/avg,ppo_actor/update/behave_approx_kl/avg,ppo_actor/update/vocab_min_logits/avg,ppo_actor/update/importance_weight/avg,ppo_actor/kl_rewards/avg,ppo_actor/update/behave_imp_weight/avg,ppo_actor/update/clip_ratio/avg,rollout/reward,eval-rollout/reward
265,-0.081232,0.078125,0.0012877,2.137,-0.079944,170.69,0.0010998,0.0012056,1.9094e-08,707.6,0.58594,-0.081232,642.33,0.00015296,0.0,1.0408e-11,0.0,0.091966,41.693,799.96,-0.0012877,-21.104,1.0,0.0,0.99981,0.0,0.64122,
266,-0.091383,0.070312,0.0012283,2.2524,-0.090154,197.81,0.0010473,0.0010619,4.7127e-09,779.61,0.50781,-0.091383,529.02,2.4644e-05,0.0,-6.4031e-12,0.0,0.10348,41.337,1038.2,-0.0012283,-20.809,1.0,0.0,0.99982,0.0,0.56075,
267,-0.11964,0.10156,0.0013201,2.2975,-0.11832,196.94,0.0013195,0.0016446,-2.1315e-08,778.59,0.6875,-0.11964,584.03,-0.00011482,0.0,0.0,0.0,0.1362,39.882,1206.6,-0.0013201,-19.684,1.0,0.0,1.0,0.0,0.54015,
268,-0.11613,0.09375,0.0014846,2.7997,-0.11464,231.31,0.0012855,0.0013008,8.3242e-09,918.71,0.55469,-0.11613,741.06,0.00021443,0.0,5.4194e-12,0.0,0.13301,40.112,1140.0,-0.0014846,-19.758,1.0,0.0,0.9998,0.0,0.41135,
269,-0.11269,0.10156,0.0016428,2.5675,-0.11105,189.38,0.0012193,0.0012311,1.5895e-08,849.36,0.4375,-0.11269,525.25,9.8535e-05,0.0,-2.8223e-12,0.0,0.12853,40.457,1101.4,-0.0016428,-19.857,1.0,0.0,0.99958,0.0,0.54032,
270,-0.1035,0.0625,0.0020138,2.5095,-0.10149,182.38,0.0013523,0.001353,2.219e-08,827.04,0.49219,-0.1035,637.38,-0.0005392,0.0,6.501e-12,0.0,0.12087,40.511,1010.9,-0.0020138,-19.708,1.0,0.0,0.99934,0.0,0.59848,
271,-0.13201,0.10938,0.0021491,2.4258,-0.12986,196.81,0.0014449,0.0014683,2.3488e-09,805.86,0.50781,-0.13201,566.94,0.00012069,0.0,3.0583e-12,0.0,0.15367,38.955,1052.4,-0.0021491,-19.049,1.0,0.0,0.9993,0.0,0.22857,
272,-0.10398,0.16406,0.0013123,2.4832,-0.10266,222.56,0.0011857,0.0011802,2.2833e-09,849.09,0.57812,-0.10398,652.54,9.4959e-05,0.0,8.919e-12,0.0,0.12052,39.803,1118.4,-0.0013123,-19.427,1.0,0.0,0.99987,0.0,0.39437,
273,-0.12389,0.0625,0.001459,2.6995,-0.12243,208.5,0.0012295,0.0012508,-1.3701e-09,904.58,0.28906,-0.12389,747.08,-0.00026474,0.0,-4.0139e-12,0.0,0.13973,39.515,968.62,-0.001459,-19.096,1.0,0.0,0.99977,0.0,0.62941,
274,-0.13707,0.16406,0.0016415,2.4784,-0.13543,190.0,0.0013267,0.0013373,-2.9299e-09,840.98,0.375,-0.13707,597.5,0.00032544,0.0,2.8613e-12,0.0,0.15762,39.257,987.08,-0.0016415,-19.174,1.0,0.0,0.99969,0.0,0.63953,
275,-0.070988,0.046875,0.0014046,2.0937,-0.069584,206.12,0.0010096,0.0010245,-6.4372e-09,650.58,0.85156,-0.070988,634.01,-0.00015933,0.0,9.4295e-12,0.0,0.080988,41.188,745.63,-0.0014046,-21.004,1.0,0.0,0.99961,0.0,0.42254,
276,-0.11494,0.070312,0.001124,2.7266,-0.11381,181.88,0.0011642,0.0011733,-1.1119e-08,868.04,0.39062,-0.11494,665.44,-0.00022871,0.0,-1.3573e-12,0.0,0.13011,39.651,997.91,-0.001124,-19.238,1.0,0.0,1.0,0.0,0.43448,
277,-0.10495,0.09375,0.0013977,2.1396,-0.10355,184.5,0.0010673,0.0010896,1.9803e-09,726.27,0.55469,-0.10495,628.73,1.3972e-05,0.0,-1.719e-12,0.0,0.12051,39.608,847.77,-0.0013977,-19.422,1.0,0.0,0.99967,0.0,0.56364,
278,-0.13441,0.09375,0.0015289,2.2439,-0.13288,214.88,0.0012415,0.0012604,5.5307e-09,732.17,0.38281,-0.13441,569.98,4.6274e-05,0.0,1.8004e-12,0.0,0.15057,38.446,832.77,-0.0015289,-18.549,1.0,0.0,0.99971,0.0,0.55469,
279,-0.09111,0.085938,0.0012527,2.2934,-0.089857,197.69,0.00095945,0.00098892,-8.2827e-09,773.39,0.52344,-0.09111,563.94,-0.00014684,0.0,-5.662e-12,0.0,0.10406,39.95,1003.4,-0.0012527,-19.317,1.0,0.0,0.99971,0.0,0.56,
280,-0.098604,0.125,0.001093,2.4651,-0.097511,201.69,0.0010351,0.0010823,-1.0588e-08,787.16,0.60156,-0.098604,643.08,0.00017426,0.0,6.3628e-12,0.0,0.11193,40.367,1004.7,-0.001093,-19.599,1.0,0.0,0.99994,0.0,0.47826,
281,-0.10402,0.078125,0.00091903,2.6812,-0.1031,189.12,0.0010554,0.0010699,1.3613e-08,889.66,0.42969,-0.10402,616.56,-8.1278e-05,0.0,-3.9883e-12,0.0,0.11948,40.336,1095.4,-0.00091903,-19.35,1.0,0.0,1.0001,0.0,0.57764,
282,-0.10023,0.039062,0.0013652,2.1794,-0.09886,187.62,0.00096631,0.00099059,1.9627e-08,722.1,0.5625,-0.10023,568.76,-8.6325e-06,0.0,-3.485e-12,0.0,0.11549,40.162,919.25,-0.0013652,-19.628,1.0,0.0,0.9996,0.0,0.8,
283,-0.12046,0.03125,0.0014349,2.1175,-0.11902,231.38,0.0011595,0.0012101,2.0892e-09,687.84,0.6875,-0.12046,611.15,-0.00023416,0.0,-4.0806e-12,0.0,0.13852,38.777,856.58,-0.0014349,-19.353,1.0,0.0,0.99972,0.0,0.51923,
284,-0.10681,0.078125,0.0013103,2.279,-0.1055,233.44,0.0011309,0.0011256,8.5739e-09,789.59,0.60938,-0.10681,613.32,-0.00030169,0.0,-5.8611e-12,0.0,0.12132,39.097,1064.6,-0.0013103,-18.673,1.0,0.0,0.99982,0.0,0.54167,
285,-0.13107,0.125,0.0012029,2.5892,-0.12986,191.31,0.001166,0.001184,3.9189e-08,872.7,0.46875,-0.13107,600.77,-0.00044357,0.0,-5.4672e-12,0.0,0.14796,38.638,1112.6,-0.0012029,-18.547,1.0,0.0,0.99996,0.0,0.57143,
286,-0.1289,0.09375,0.001326,2.3974,-0.12757,202.5,0.001212,0.0012435,6.3321e-09,804.94,0.58594,-0.1289,589.23,5.0483e-05,0.0,6.1837e-12,0.0,0.14556,39.22,1110.2,-0.001326,-19.033,1.0,0.0,0.99989,0.0,0.73267,
287,-0.12311,0.09375,0.0013867,2.2015,-0.12172,191.38,0.0012312,0.0012515,1.4291e-08,725.23,0.67188,-0.12311,619.73,-7.1998e-05,0.0,5.2335e-12,0.0,0.14087,38.779,941.26,-0.0013867,-18.831,1.0,0.0,0.99984,0.0,0.475,
288,-0.1143,0.054688,0.0012631,2.6317,-0.11304,203.31,0.0012152,0.0012351,1.3345e-09,873.27,0.55469,-0.1143,616.14,-1.6922e-05,0.0,-6.9506e-13,0.0,0.12885,39.564,1193.6,-0.0012631,-19.048,1.0,0.0,0.99995,0.0,0.53378,
289,-0.14173,0.125,0.0013461,2.7115,-0.14038,204.62,0.0012506,0.001287,-1.415e-09,878.6,0.4375,-0.14173,566.16,-6.274e-05,0.0,-9.6728e-12,0.0,0.16131,38.872,1121.6,-0.0013461,-18.869,1.0,0.0,0.9999,0.0,0.6125,
290,-0.1261,0.10156,0.0010935,2.6198,-0.12501,216.31,0.0012725,0.0013125,-1.8171e-09,872.37,0.625,-0.1261,685.11,-0.00012872,0.0,-1.4196e-12,0.0,0.1415,39.397,1184.5,-0.0010935,-19.075,1.0,0.0,1.0002,0.0,0.5534,
291,-0.097594,0.0625,0.0012309,2.174,-0.096364,170.44,0.0010665,0.0010875,-2.4162e-08,720.55,0.70312,-0.097594,636.27,9.903e-05,0.0,3.386e-12,0.0,0.1118,40.533,920.16,-0.0012309,-19.914,1.0,0.0,0.99984,0.0,0.45455,
292,-0.11112,0.070312,0.0013807,2.7787,-0.10974,238.62,0.0011842,0.0012242,-1.3715e-08,881.83,0.46875,-0.11112,624.32,0.0001127,0.0,0.0,0.0,0.12595,39.453,1109.0,-0.0013807,-19.354,1.0,0.0,0.9998,0.0,0.57692,
293,-0.12594,0.078125,0.001664,2.3598,-0.12428,208.81,0.0011713,0.0012046,-8.6967e-09,811.94,0.46094,-0.12594,568.54,-0.00019385,0.0,-3.0883e-12,0.0,0.14238,38.933,1020.1,-0.001664,-19.093,1.0,0.0,0.99951,0.0,0.51095,
294,-0.11368,0.09375,0.0011833,2.7285,-0.1125,243.25,0.0011855,0.0011818,-1.7941e-08,881.13,0.58594,-0.11368,634.6,-5.741e-05,0.0,1.314e-11,0.0,0.12831,39.193,1230.0,-0.0011833,-18.8,1.0,0.0,1.0,0.0,0.5,
295,-0.11017,0.11719,0.001337,2.4899,-0.10883,182.19,0.0012538,0.0014654,4.5889e-09,805.65,0.50781,-0.11017,621.57,0.00014035,0.0,1.4938e-12,0.0,0.12579,39.89,995.57,-0.001337,-19.691,1.0,0.0,0.99992,0.0,0.37069,
296,-0.115,0.10156,0.001469,2.5152,-0.11353,214.38,0.0010992,0.0011224,-1.2425e-08,828.41,0.50781,-0.115,612.57,1.4056e-07,0.0,7.5837e-12,0.0,0.13221,39.046,1051.1,-0.001469,-18.328,1.0,0.0,0.99963,0.0,0.43307,
297,-0.12771,0.10938,0.0015235,2.4795,-0.12619,216.5,0.0011873,0.0011988,-5.9354e-09,849.16,0.33594,-0.12771,559.86,0.00029901,0.0,1.4721e-12,0.0,0.1434,39.055,995.51,-0.0015235,-18.933,1.0,0.0,0.99966,0.0,0.50327,
298,-0.12086,0.078125,0.0016471,2.4016,-0.11922,182.31,0.0013192,0.0013768,0.0,797.7,0.44531,-0.12086,545.07,-1.5995e-05,0.0,1.5134e-12,0.0,0.13796,39.801,1000.5,-0.0016471,-19.531,1.0,0.0,0.99967,0.0,0.39286,
299,-0.10095,0.078125,0.0015027,2.0913,-0.099449,175.25,0.0012176,0.0012569,-3.7858e-09,679.06,0.63281,-0.10095,640.37,0.00010799,0.0,-5.5456e-12,0.0,0.11662,40.161,745.74,-0.0015027,-19.97,1.0,0.0,0.99971,0.0,0.53846,
300,-0.12286,0.10156,0.001545,2.2903,-0.12132,218.81,0.0012213,0.001248,1.093e-08,785.96,0.28906,-0.12286,551.35,3.8196e-06,0.0,-2.0526e-11,0.0,0.1417,38.577,881.35,-0.001545,-18.569,1.0,0.0,0.99968,0.0,0.64103,0.066667
