step,timeperf/rollout,ppo_actor/correct_n_seqs,ppo_actor/update/approx_kl/avg,ppo_actor/update/importance_weight/max,timeperf/recompute_logp,ppo_actor/correct_seq_len/avg,ppo_actor/update/approx_kl/max,ppo_actor/update/importance_weight/min,teacher_answer_n_seqs,ppo_actor/correct_seq_len/max,ppo_actor/update/approx_kl/min,ppo_actor/update/lr,teacher_answer_logp/avg,ppo_actor/correct_seq_len/min,ppo_actor/update/behave_approx_kl/avg,ppo_actor/update/n_tokens,teacher_answer_logp/min,ppo_actor/eps_clip,ppo_actor/update/behave_approx_kl/max,ppo_actor/update/n_valid_tokens,teacher_answer_logp/max,ppo_actor/final_reward/avg,ppo_actor/update/behave_approx_kl/min,ppo_actor/update/new_logp/avg,teacher_answer_reward/avg,ppo_actor/final_reward/max,ppo_actor/update/behave_imp_weight/avg,ppo_actor/update/new_logp/max,teacher_answer_reward/min,ppo_actor/final_reward/min,ppo_actor/update/behave_imp_weight/max,ppo_actor/update/new_logp/min,teacher_answer_reward/max,ppo_actor/incorrect_n_seqs,ppo_actor/update/behave_imp_weight/min,ppo_actor/update/old_logp/avg,teacher_answer_len/avg,ppo_actor/incorrect_seq_len/avg,ppo_actor/update/clip_ratio/avg,ppo_actor/update/old_logp/max,teacher_answer_len/min,ppo_actor/incorrect_seq_len/max,ppo_actor/update/clip_ratio/max,ppo_actor/update/old_logp/min,teacher_answer_len/max,ppo_actor/incorrect_seq_len/min,ppo_actor/update/clip_ratio/min,ppo_actor/update/rs_filtered_fraction,teacher_context_len/avg,ppo_actor/kl_rewards/avg,ppo_actor/update/clipped_tokens,ppo_actor/update/unclipped_behave_tokens,teacher_context_len/min,ppo_actor/kl_rewards/max,ppo_actor/update/compute_logp/kl_div_direct/avg,ppo_actor/update/update_successful,teacher_context_len/max,ppo_actor/kl_rewards/min,ppo_actor/update/compute_logp/kl_div_direct/max,ppo_actor/update/version_stats/n_valid_generated_tokens,teacher_added_prefix_len/avg,ppo_actor/mask_no_eos_with_zero,ppo_actor/update/compute_logp/kl_div_direct/min,ppo_actor/update/version_stats/n_valid_tokens,teacher_added_prefix_len/min,ppo_actor/n_seqs,ppo_actor/update/compute_logp/kl_div_dual/avg,ppo_actor/update/version_stats/sample_staleness_proximal_avg,teacher_added_prefix_len/max,ppo_actor/n_tokens,ppo_actor/update/compute_logp/kl_div_dual/max,ppo_actor/update/version_stats/sample_staleness_proximal_max,teacher_format_found/avg,ppo_actor/n_valid_tokens,ppo_actor/update/compute_logp/kl_div_dual/min,ppo_actor/update/version_stats/sample_staleness_proximal_min,teacher_format_found/min,ppo_actor/no_eos_ratios/avg,ppo_actor/update/compute_logp/kl_div_taylor/avg,ppo_actor/update/version_stats/sample_staleness_theta_avg,teacher_format_found/max,ppo_actor/no_eos_ratios/max,ppo_actor/update/compute_logp/kl_div_taylor/max,ppo_actor/update/version_stats/sample_staleness_theta_max,teacher_optimized_len/avg,ppo_actor/no_eos_ratios/min,ppo_actor/update/compute_logp/kl_div_taylor/min,ppo_actor/update/version_stats/sample_staleness_theta_min,teacher_optimized_len/min,ppo_actor/prompt_len/avg,ppo_actor/update/compute_logp/n_valid_tokens,ppo_actor/update/version_stats/v_proximal,teacher_optimized_len/max,ppo_actor/prompt_len/max,ppo_actor/update/compute_logp/prox_logp_gt/avg,ppo_actor/update/version_stats/v_theta,timeperf/rollout_postprocess,ppo_actor/prompt_len/min,ppo_actor/update/compute_logp/prox_logp_gt/max,ppo_actor/update/vocab_max_logits/avg,timeperf/compute_advantage,ppo_actor/rs_upper,ppo_actor/update/compute_logp/prox_logp_gt/min,ppo_actor/update/vocab_max_logits/max,timeperf/train_step,ppo_actor/seq_len/avg,ppo_actor/update/dual_clip_ratio/avg,ppo_actor/update/vocab_max_logits/min,timeperf/update_weights,ppo_actor/seq_len/max,ppo_actor/update/dual_clip_ratio/max,ppo_actor/update/vocab_min_logits/avg,timeperf/save,ppo_actor/seq_len/min,ppo_actor/update/dual_clip_ratio/min,ppo_actor/update/vocab_min_logits/max,timeperf/checkpoint_for_recover,ppo_actor/task_reward/avg,ppo_actor/update/dual_clipped_tokens,ppo_actor/update/vocab_min_logits/min,timeperf/eval,ppo_actor/task_reward/max,ppo_actor/update/entropy/avg,ppo_actor/use_dual_clip,timeperf/clear_batches,ppo_actor/task_reward/min,ppo_actor/update/entropy/max,rollout/accepted,ppo_actor/advantages/avg,ppo_actor/update/actor_loss/avg,ppo_actor/update/entropy/min,rollout/reward,ppo_actor/advantages/max,ppo_actor/update/actor_loss/max,ppo_actor/update/grad_norm,eval-rollout/reward,ppo_actor/advantages/min,ppo_actor/update/actor_loss/min,ppo_actor/update/importance_weight/avg
201,0.0027289,95.0,0.0,1.0,0.50184,336.01,0.0,1.0,256.0,574.0,0.0,3e-06,-1.8923,197.0,-0.0013956,116410.0,-22.293,0.25,0.71266,69170.0,0.0,-0.00024663,-0.72103,-0.24463,-1.4822,2.4038,1.0,0.0,-21.385,-2.4747,2.0394,-4.8289,0.96606,161.0,0.48625,-0.24323,24.844,524.8,0.0,0.0,2.0,823.0,0.0,-4.7571,592.0,195.0,0.0,0.0,448.79,0.0,0.0,69170.0,191.0,0.0,0.0013956,1.0,823.0,0.0,0.72103,17228.0,1.7969,0.0,-0.71266,69170.0,0.0,256.0,0.0014222,1.0,4.0,196100.0,0.32675,1.0,0.55078,69170.0,-8.9407e-08,1.0,0.0,0.0625,0.0014302,2.0,1.0,1.0,0.25994,2.0,270.2,0.0,0.0,2.0,58.0,184.54,69170.0,199.0,384.0,439.0,-0.24463,200.0,0.70315,132.0,0.0,25.928,0.14514,5.0,-4.8289,44.5,3.4527,454.74,0.0,6.5312,0.086269,823.0,0.0,-16.6,0.00034793,195.0,0.0,-7.3125,0.00011694,-1.4822,0.0,-38.5,3.7657e-05,0.96606,0.28184,0.0,0.0037232,-21.385,3.5797,1.0,-4.412e-10,0.00028819,1.2478e-15,0.0,3.2547,4.7113,0.63205,,-3.1003,-4.4681,1.0
202,0.0013982,73.0,0.0,1.0,0.54446,344.55,0.0,1.0,256.0,537.0,0.0,3e-06,-2.8945,213.0,-0.0015534,133960.0,-22.863,0.25,0.74419,77886.0,0.0,-6.8607e-05,-1.2913,-0.2737,-2.6506,1.9407,1.0001,0.0,-23.063,-2.2743,2.1047,-4.7409,0.95625,183.0,0.27491,-0.27215,12.75,594.55,0.0,0.0,1.0,1389.0,0.0,-4.5939,270.0,220.0,0.0,0.0,518.96,0.0,0.0,77886.0,201.0,0.0,0.0015534,1.0,1389.0,-0.0,1.2913,12938.0,2.3906,0.0,-0.74419,77886.0,0.0,256.0,0.001619,1.0,4.0,286080.0,0.56622,1.0,0.40234,77886.0,-8.9407e-08,1.0,0.0,0.0625,0.0016355,2.0,1.0,1.0,0.83374,2.0,304.24,0.0,0.0,2.0,62.0,219.02,77886.0,200.0,384.0,1005.0,-0.2737,201.0,0.72561,127.0,0.0,25.541,0.17878,5.0,-4.7409,45.25,3.9159,523.26,0.0,6.5312,0.085104,1389.0,0.0,-16.227,0.00032821,213.0,0.0,-6.9375,0.00010188,-2.6506,0.0,-38.0,3.271e-05,0.95625,0.31508,0.0,0.0035719,-23.063,2.6302,1.0,9.4038e-09,-0.00012162,1.5557e-14,0.0,2.5495,3.9774,0.45121,,-2.9136,-4.4737,1.0
203,0.0014295,92.0,0.0,1.0,0.49068,295.98,0.0,1.0,256.0,554.0,0.0,3e-06,-2.5744,190.0,-0.0018626,116270.0,-30.051,0.25,1.0065,66547.0,0.0,-7.4315e-05,-0.88512,-0.25792,-2.1863,2.1473,0.99971,0.0,-30.251,-2.4705,2.7359,-4.8525,0.96823,164.0,0.41266,-0.25606,14.156,542.95,0.0,0.0,1.0,865.0,0.0,-4.7681,221.0,218.0,0.0,0.0,449.32,0.0,0.0,66547.0,186.0,0.0,0.0018626,1.0,865.0,0.0,0.88512,16573.0,1.9062,0.0,-1.0065,66547.0,0.0,256.0,0.0015727,1.0,4.0,197760.0,0.72945,1.0,0.52344,66547.0,-8.7544e-08,1.0,0.0,0.0625,0.0015894,2.0,1.0,1.0,0.50649,2.0,259.95,0.0,0.0,2.0,47.0,194.24,66547.0,201.0,384.0,481.0,-0.25792,202.0,0.6636,129.0,0.0,25.693,0.14852,5.0,-4.8525,45.25,3.4799,454.19,0.0,6.5312,0.082275,865.0,0.0,-16.599,0.00033875,190.0,0.0,-7.25,9.8819e-05,-2.1863,0.0,-38.0,3.2289e-05,0.96823,0.29691,0.0,0.0036502,-30.251,2.6808,1.0,-8.3692e-09,4.4909e-05,4.8224e-15,0.0,2.7308,4.7179,0.67963,,-3.0648,-3.5085,1.0
204,0.0016308,83.0,0.0,1.0,0.48689,313.01,0.0,1.0,256.0,562.0,0.0,3e-06,-2.14,190.0,-0.0016923,116440.0,-14.062,0.25,0.95265,69519.0,0.0,-6.4781e-05,-0.78001,-0.25603,-1.7736,2.0105,0.99982,0.0,-13.129,-2.3478,2.5926,-4.822,0.96719,173.0,0.4584,-0.25434,4.3125,522.86,0.0,0.0,2.0,799.0,0.0,-5.0214,16.0,243.0,0.0,0.0,448.28,0.0,0.0,69519.0,187.0,-0.0,0.0016923,1.0,799.0,-0.0,0.78001,17316.0,1.9688,0.0,-0.95265,69519.0,0.0,256.0,0.0015075,1.0,4.0,200700.0,0.63992,1.0,0.50781,69519.0,-8.7515e-08,1.0,0.0,0.0625,0.0015169,2.0,1.0,1.0,0.45377,2.0,271.56,0.0,0.0,2.0,63.0,183.27,69519.0,202.0,384.0,470.0,-0.25603,203.0,0.65619,127.0,0.0,25.549,0.14092,5.0,-4.822,44.25,3.4612,454.82,0.0,6.4688,0.08668,799.0,0.0,-16.439,0.00041462,190.0,0.0,-7.2188,0.00023781,-1.7736,0.0,-38.0,6.1462e-05,0.96719,0.29959,0.0,0.0045249,-13.129,2.6904,1.0,1.7559e-09,-1.5663e-06,7.6197e-15,0.0,2.625,4.3372,0.66934,,-2.9958,-3.9432,1.0
205,0.0017253,77.0,0.0,1.0,0.49833,323.23,0.0,1.0,256.0,513.0,0.0,3e-06,-2.1618,220.0,-0.0015529,115150.0,-21.459,0.25,1.1292,70803.0,0.0,-6.8455e-05,-1.4619,-0.2528,-1.8214,1.5816,0.99989,0.0,-20.519,-2.4196,3.093,-4.7778,0.95937,179.0,0.2318,-0.25125,10.5,504.26,0.0,0.0,2.0,737.0,0.0,-4.785,131.0,224.0,0.0,0.0,443.92,0.0,0.0,70803.0,213.0,0.0,0.0015529,1.0,737.0,-0.0,1.4619,17637.0,2.0625,0.0,-1.1292,70803.0,0.0,256.0,0.0014439,1.0,4.0,170370.0,0.96388,1.0,0.48438,70803.0,-8.9407e-08,1.0,0.0,0.0625,0.0014535,2.0,1.0,1.0,1.0686,2.0,276.57,0.0,0.0,2.0,56.0,173.24,70803.0,203.0,384.0,353.0,-0.2528,204.0,0.66409,130.0,0.0,25.699,0.13891,5.0,-4.7778,45.0,3.4797,449.81,0.0,6.4375,0.089036,737.0,0.0,-16.276,0.0003487,220.0,0.0,-7.125,0.00011214,-1.8214,0.0,-38.75,3.3109e-05,0.95937,0.29165,0.0,0.0037722,-20.519,2.5868,1.0,1.3793e-08,5.2678e-05,1.2317e-14,0.0,2.1406,5.2812,0.6379,,-3.1864,-2.931,1.0
206,0.0012586,80.0,0.0,1.0,0.51312,322.08,0.0,1.0,256.0,575.0,0.0,3e-06,-2.0236,185.0,-0.0020242,124140.0,-10.4,0.25,1.1656,76112.0,0.0,-0.00018664,-0.79018,-0.27706,-1.7917,2.1814,0.99972,0.0,-10.6,-2.4747,3.2079,-4.6673,0.97219,176.0,0.45376,-0.27504,11.375,558.95,0.0,0.0,1.0,713.0,0.0,-4.671,212.0,263.0,0.0,0.0,482.62,0.0,0.0,76112.0,179.0,-0.0,0.0020242,1.0,713.0,-0.0,0.79018,18964.0,2.4531,0.0,-1.1656,76112.0,0.0,256.0,0.0017417,1.0,4.0,175740.0,1.0423,1.0,0.38672,76112.0,-8.8548e-08,1.0,0.0,0.050781,0.0017526,2.0,1.0,1.0,0.67933,2.0,297.31,0.0,0.0,2.0,52.0,187.61,76112.0,204.0,384.0,329.0,-0.27706,205.0,0.67925,133.0,0.0,25.494,0.1374,5.0,-4.6673,44.75,3.8281,484.93,0.0,6.4375,0.24531,713.0,0.0,-16.396,0.00029695,185.0,0.0,-7.1562,5.6395e-05,-1.7917,0.0,-38.0,2.9634e-05,0.97219,0.32082,0.0,0.0034452,-10.6,2.8801,1.0,-8.0191e-09,-0.00027557,2.6551e-16,0.0,2.829,5.1546,0.62018,,-3.0172,-3.7831,1.0
207,0.0012205,76.0,0.0,1.0,0.508,333.83,0.0,1.0,256.0,586.0,0.0,3e-06,-1.9758,228.0,-0.0024994,123620.0,-10.278,0.25,0.92891,74479.0,0.0,-8.4454e-05,-0.80661,-0.2631,-1.7132,2.0887,0.99942,0.0,-9.3387,-2.4742,2.5317,-4.9612,0.96875,180.0,0.44637,-0.2606,4.2812,545.86,0.0,0.0,2.0,1053.0,0.0,-4.7234,24.0,242.0,0.0,0.0,479.18,0.0,0.0,74479.0,225.0,-0.0,0.0024994,1.0,1053.0,-0.0,0.80661,18556.0,2.3438,0.0,-0.92891,74479.0,0.0,256.0,0.0019148,1.0,4.0,214910.0,0.60283,1.0,0.41406,74479.0,-9.0047e-08,1.0,0.0,0.054688,0.0019437,2.0,1.0,1.0,0.43143,2.0,290.93,0.0,0.0,2.0,60.0,191.98,74479.0,205.0,384.0,669.0,-0.2631,206.0,0.67373,132.0,0.0,25.554,0.15841,5.0,-4.9612,44.0,3.8495,482.91,0.0,6.4688,0.08702,1053.0,0.0,-16.192,0.00041252,228.0,0.0,-7.125,7.5724e-05,-1.7132,0.0,-38.0,4.7812e-05,0.96875,0.30339,0.0,0.0044247,-9.3387,2.6899,1.0,3.278e-09,-1.4859e-05,1.3392e-14,0.0,2.7065,5.3637,0.62177,,-3.1156,-3.8451,1.0
208,0.0017797,78.0,0.0,1.0,0.4981,321.03,0.0,1.0,256.0,520.0,0.0,3e-06,-2.3145,200.0,-0.002079,120460.0,-11.944,0.25,0.86786,73763.0,0.0,-0.0001608,-0.96788,-0.25895,-2.0154,1.8834,0.99994,0.0,-11.081,-2.048,2.3818,-4.6198,0.9724,178.0,0.37989,-0.25687,19.719,536.04,0.0,0.0,2.0,785.0,0.0,-4.4547,499.0,287.0,0.0,0.0,464.89,0.0,0.0,73763.0,196.0,-0.0,0.002079,1.0,785.0,-0.0,0.96788,18377.0,2.2031,0.0,-0.86786,73763.0,0.0,256.0,0.0020149,1.0,4.0,182270.0,0.51395,1.0,0.44922,73763.0,-8.7704e-08,1.0,0.0,0.0625,0.0020351,2.0,1.0,1.0,0.46839,2.0,288.14,0.0,0.0,2.0,53.0,182.39,73763.0,206.0,384.0,401.0,-0.25895,207.0,0.68959,131.0,0.0,25.547,0.14292,5.0,-4.6198,43.75,3.6466,470.53,0.0,6.4375,0.084927,785.0,0.0,-16.34,0.00036404,200.0,0.0,-7.1562,7.3721e-05,-2.0154,0.0,-38.0,4.2193e-05,0.9724,0.30014,0.0,0.004061,-11.081,2.6607,1.0,-4.9647e-09,5.1305e-05,1.1947e-14,0.0,2.6644,4.1641,0.62375,,-2.7208,-3.4944,1.0
209,0.0014083,70.0,0.0,1.0,0.503,314.71,0.0,1.0,256.0,573.0,0.0,3e-06,-2.4464,212.0,-0.0022316,120610.0,-11.424,0.25,1.0492,75220.0,0.0,-4.0268e-05,-1.3296,-0.28397,-2.201,1.9024,0.99991,0.0,-10.499,-2.4729,2.8554,-4.7711,0.96449,186.0,0.26457,-0.28174,5.7188,530.0,0.0,0.0,2.0,746.0,0.0,-4.7448,23.0,263.0,0.0,0.0,467.39,0.0,0.0,75220.0,197.0,0.0,0.0022316,1.0,746.0,0.0,1.3296,18741.0,2.4062,0.0,-1.0492,75220.0,0.0,256.0,0.00214,1.0,4.0,175360.0,0.80619,1.0,0.39844,75220.0,-8.9756e-08,1.0,0.0,0.0625,0.0021589,2.0,1.0,1.0,0.88396,2.0,293.83,0.0,0.0,2.0,64.0,177.3,75220.0,207.0,384.0,362.0,-0.28397,208.0,0.66675,133.0,0.0,25.425,0.14106,5.0,-4.7711,44.0,3.6583,471.13,0.0,6.4375,0.084068,746.0,0.0,-16.38,0.00037006,212.0,0.0,-7.1562,9.3e-05,-2.201,0.0,-39.0,4.64e-05,0.96449,0.32965,0.0,0.0038267,-10.499,2.8432,1.0,1.2983e-08,8.8124e-05,4.5554e-15,0.0,2.431,4.7723,0.67296,,-3.1148,-4.1249,1.0
210,0.0013463,111.0,0.0,1.0,0.47598,303.92,0.0,1.0,256.0,566.0,0.0,3e-06,-1.8042,214.0,-0.0017424,110220.0,-11.146,0.25,0.86475,63803.0,0.0,2.9375e-06,-0.78488,-0.27891,-1.3715,2.0752,1.0003,0.0,-11.108,-2.1431,2.3744,-4.7629,0.96222,145.0,0.45618,-0.27716,6.5312,527.51,0.0,0.0,2.0,899.0,0.0,-4.9164,79.0,242.0,0.0,0.0,425.01,0.0,0.0,63803.0,201.0,0.0,0.0017424,1.0,899.0,0.0,0.78488,15887.0,1.75,0.0,-0.86475,63803.0,0.0,256.0,0.0020174,1.0,4.0,204800.0,0.50966,1.0,0.5625,63803.0,-8.881e-08,1.0,0.0,0.0625,0.0020191,2.0,1.0,1.0,0.3739,2.0,249.23,0.0,0.0,2.0,67.0,181.33,63803.0,208.0,384.0,515.0,-0.27891,209.0,0.67122,131.0,0.0,25.301,0.1449,5.0,-4.7629,45.0,3.284,430.56,0.0,6.4375,0.085467,899.0,0.0,-16.226,0.00033385,214.0,0.0,-6.9688,9.0516e-05,-1.3715,0.0,-38.25,4.6099e-05,0.96222,0.32214,0.0,0.0041949,-11.108,2.5648,1.0,7.653e-09,3.6782e-07,6.0964e-16,0.0,2.8209,4.2428,0.68417,,-2.9164,-4.448,1.0
211,0.20884,47.0,0.0,1.0,0.52242,328.36,0.0,1.0,256.0,521.0,0.0,3e-06,-2.2489,257.0,-0.0019018,127670.0,-10.903,0.25,1.013,81768.0,-1.1921e-07,-0.00016497,-1.0636,-0.29338,-2.134,1.8251,1.0004,0.0,-9.9641,-2.3618,2.7539,-5.3099,0.94948,209.0,0.34521,-0.29148,5.3438,537.0,0.0,0.0,2.0,670.0,0.0,-4.6998,28.0,240.0,0.0,0.0,494.03,0.0,0.0,81768.0,207.0,0.0,0.0019018,1.0,670.0,0.0,1.0636,20378.0,2.875,0.0,-1.013,81768.0,0.0,256.0,0.0022892,1.0,4.0,168960.0,0.74088,1.0,0.28125,81768.0,-8.8592e-08,1.0,0.0,0.0625,0.0023072,2.0,1.0,1.0,0.56562,2.0,319.41,0.0,0.0,2.0,48.0,179.29,81768.0,209.0,384.0,349.0,-0.29338,210.0,0.69989,130.0,0.0,25.379,0.13692,5.0,-5.3099,43.5,3.8374,498.7,0.0,6.4062,0.084854,670.0,0.0,-16.488,0.00082114,240.0,0.0,-7.1562,0.00020514,-2.134,0.0,-38.0,9.8509e-05,0.94948,0.33823,0.0,0.0044538,-9.9641,2.8251,1.0,1.4929e-09,0.00040143,1.0853e-14,0.0,2.237,4.1163,0.60286,,-2.7228,-3.824,1.0
212,0.001467,116.0,0.0,1.0,0.45917,295.95,0.0,1.0,256.0,495.0,0.0,3e-06,-1.643,217.0,-0.0017263,100600.0,-17.5,0.25,0.94927,56788.0,-2.9802e-08,-6.7027e-05,-1.2388,-0.21863,-1.0828,1.8561,0.99987,0.0,-16.58,-2.4748,2.5838,-4.5048,0.96094,140.0,0.28974,-0.2169,5.4062,473.36,0.0,0.0,2.0,641.0,0.0,-4.726,17.0,212.0,0.0,0.0,384.77,0.0,0.0,56788.0,205.0,0.0,0.0017263,1.0,641.0,-0.0,1.2388,14133.0,1.2969,0.0,-0.94927,56788.0,0.0,256.0,0.0016007,1.0,4.0,157820.0,0.63455,1.0,0.67578,56788.0,-8.7326e-08,1.0,0.0,0.0625,0.0016156,2.0,1.0,1.0,0.76727,2.0,221.83,0.0,0.0,2.0,65.0,171.14,56788.0,210.0,384.0,323.0,-0.21863,211.0,0.61932,130.0,0.0,25.792,0.12439,5.0,-4.5048,44.75,3.0447,392.97,0.0,6.375,0.088012,641.0,0.0,-16.226,0.00040916,212.0,0.0,-7.0625,0.00011293,-1.0828,0.0,-39.0,4.4077e-05,0.96094,0.25361,0.0,0.0046986,-16.58,2.4725,1.0,-1.5047e-08,0.00016647,1.739e-14,0.0,2.7685,5.4285,0.66936,,-3.603,-4.4465,1.0
213,0.0017336,106.0,0.0,1.0,0.49894,311.08,0.0,1.0,256.0,537.0,0.0,3e-06,-1.7638,222.0,-0.0018731,119320.0,-12.396,0.25,1.1086,67271.0,0.0,-0.0002079,-0.85679,-0.25167,-1.3459,1.6609,0.9998,0.0,-11.473,-1.9492,3.03,-4.8006,0.97262,150.0,0.42452,-0.2498,4.1562,575.64,0.0,0.0,1.0,1294.0,0.0,-4.6327,12.0,259.0,0.0,0.0,458.4,0.0,0.0,67271.0,220.0,0.0,0.0018731,1.0,1294.0,-0.0,0.85679,16754.0,1.7812,0.0,-1.1086,67271.0,0.0,256.0,0.0016706,1.0,4.0,275710.0,0.92145,1.0,0.55469,67271.0,-8.7035e-08,1.0,0.0,0.0625,0.0016768,2.0,1.0,1.0,0.61446,2.0,262.78,0.0,0.0,2.0,52.0,203.32,67271.0,211.0,384.0,910.0,-0.25167,212.0,0.66993,130.0,0.0,25.626,0.17819,5.0,-4.8006,43.5,3.7067,466.1,0.0,6.375,0.08429,1294.0,0.0,-16.051,0.0003418,222.0,0.0,-7.0,8.5559e-05,-1.3459,0.0,-38.0,4.1002e-05,0.97262,0.28995,0.0,0.0041904,-11.473,2.4999,1.0,-1.8146e-09,-0.00033681,7.3915e-16,0.0,2.3974,3.8902,0.68422,,-2.5747,-4.2307,1.0
214,0.0016903,76.0,0.0,1.0,0.50244,336.28,0.0,1.0,256.0,509.0,0.0,3e-06,-1.9814,207.0,-0.0021144,122830.0,-10.636,0.25,0.79771,76215.0,-3.9736e-08,-4.7668e-05,-1.0231,-0.28916,-1.7107,1.859,0.99964,0.0,-10.836,-2.4691,2.2205,-4.9655,0.95362,180.0,0.35949,-0.28705,36.812,540.41,0.0,0.0,2.0,705.0,0.0,-4.7588,585.0,253.0,0.0,0.0,475.65,0.0,0.0,76215.0,200.0,0.0,0.0021144,1.0,705.0,0.0,1.0231,18990.0,2.2969,0.0,-0.79771,76215.0,0.0,256.0,0.0017591,1.0,4.0,178050.0,0.42274,1.0,0.42578,76215.0,-8.9407e-08,1.0,0.0,0.058594,0.0017642,2.0,1.0,1.0,0.52333,2.0,297.71,0.0,0.0,2.0,75.0,182.09,76215.0,212.0,384.0,333.0,-0.28916,213.0,0.7094,128.0,0.0,25.288,0.13437,5.0,-4.9655,44.5,3.6908,479.81,0.0,6.4375,0.083576,705.0,0.0,-16.385,0.0004088,207.0,0.0,-7.1562,0.00011096,-1.7107,0.0,-38.0,4.4718e-05,0.95362,0.33206,0.0,0.0042168,-10.836,2.973,1.0,1.2813e-08,4.8633e-05,9.2415e-15,0.0,2.483,4.497,0.67692,,-3.2414,-3.5002,1.0
215,0.0018314,53.0,0.0,1.0,0.51492,342.53,0.0,1.0,256.0,520.0,0.0,3e-06,-2.2834,241.0,-0.0020985,127330.0,-10.903,0.25,0.73916,78036.0,0.0,-4.0013e-06,-1.4546,-0.28686,-2.0554,1.6218,0.99978,0.0,-9.9616,-2.093,2.0942,-5.2247,0.95365,203.0,0.23349,-0.28477,3.1562,537.82,0.0,0.0,2.0,768.0,0.0,-4.9217,7.0,247.0,0.0,0.0,493.92,0.0,0.0,78036.0,237.0,0.0,0.0020985,1.0,768.0,0.0,1.4546,19445.0,2.4531,0.0,-0.73916,78036.0,0.0,256.0,0.0018756,1.0,4.0,191360.0,0.68812,1.0,0.38672,78036.0,-8.7777e-08,1.0,0.0,0.0625,0.0019024,2.0,1.0,1.0,1.058,2.0,304.83,0.0,0.0,2.0,64.0,192.56,78036.0,213.0,384.0,409.0,-0.28686,214.0,0.67439,139.0,0.0,25.404,0.14197,5.0,-5.2247,44.25,3.9194,497.39,0.0,6.4375,0.082766,768.0,0.0,-16.155,0.00037636,241.0,0.0,-7.1562,0.00010759,-2.0554,0.0,-38.25,6.7181e-05,0.95365,0.33021,0.0,0.0042852,-9.9616,2.7095,1.0,1.095e-08,-0.00012745,2.661e-14,0.0,2.1052,4.9915,0.62312,,-2.7123,-3.5926,1.0
216,0.0014473,42.0,0.0,1.0,0.55149,329.48,0.0,1.0,256.0,507.0,0.0,3e-06,-2.8907,227.0,-0.0021771,136890.0,-16.312,0.25,0.6884,85620.0,0.0,-9.967e-05,-0.97429,-0.2984,-2.8305,2.0234,0.9999,0.0,-16.512,-2.4744,1.9905,-4.9981,0.95154,214.0,0.37746,-0.29622,26.375,575.0,0.0,0.0,2.0,878.0,0.0,-5.0913,387.0,227.0,0.0,0.0,533.36,0.0,0.0,85620.0,223.0,0.0,0.0021771,1.0,878.0,0.0,0.97429,14227.0,3.0625,0.0,-0.6884,85620.0,0.0,256.0,0.0020738,1.0,4.0,223620.0,0.35175,1.0,0.23438,85620.0,-8.6089e-08,1.0,0.0,0.0625,0.0021011,2.0,1.0,1.0,0.47462,2.0,334.45,0.0,0.0,2.0,93.0,200.26,85620.0,214.0,384.0,494.0,-0.2984,215.0,0.72574,134.0,0.0,25.458,0.15427,5.0,-4.9981,43.75,3.8729,534.71,0.0,6.4375,0.08591,878.0,0.0,-16.336,0.0003635,227.0,0.0,-7.0938,0.00010524,-2.8305,0.0,-38.0,4.3937e-05,0.95154,0.34208,0.0,0.0042722,-16.512,2.9611,1.0,4.2772e-09,-0.00019214,2.1633e-14,0.0,2.386,4.6897,0.40718,,-2.8195,-3.5548,1.0
217,0.0014624,67.0,0.0,1.0,0.50376,308.13,0.0,1.0,256.0,525.0,0.0,3e-06,-2.2059,198.0,-0.0021037,119480.0,-10.347,0.25,0.67151,74441.0,0.0,-3.2354e-05,-1.0004,-0.2829,-1.955,1.7146,0.99981,0.0,-9.4212,-2.451,1.9572,-5.155,0.9651,189.0,0.36774,-0.2808,4.625,522.93,0.0,0.0,2.0,673.0,0.0,-5.099,18.0,223.0,0.0,0.0,459.63,0.0,0.0,74441.0,194.0,0.0,0.0021037,1.0,673.0,-0.0,1.0004,18546.0,2.3906,0.0,-0.67151,74441.0,0.0,256.0,0.0019122,1.0,4.0,161920.0,0.36813,1.0,0.40234,74441.0,-8.7835e-08,1.0,0.0,0.0625,0.0019297,2.0,1.0,1.0,0.50039,2.0,290.79,0.0,0.0,2.0,38.0,175.93,74441.0,215.0,384.0,457.0,-0.2829,216.0,0.67534,130.0,0.0,25.311,0.13694,5.0,-5.155,43.75,3.7017,466.71,0.0,6.4375,0.089543,673.0,0.0,-16.211,0.00034595,198.0,0.0,-7.0625,0.00010378,-1.955,0.0,-37.75,3.6505e-05,0.9651,0.32528,0.0,0.0036161,-9.4212,2.6522,1.0,0.0,0.00019394,5.0561e-15,0.0,2.2375,4.5578,0.62133,,-3.1594,-3.1685,1.0
